Movie_Name,City,Theatre_Name,Ticket_Price,No_of_Tickets_Sold,Total_Revenue,Booking_Date,Release_Date
Mr. and Mrs. Mahi,Delhi,Miraj Cinemas,212,114,24168,2024-11-11,2024-11-18
Pushpa 2,Chennai,Cinepolis,212,33,6996,2025-01-16,2025-02-03
Merry Christmas,Indore,PVR,249,18,4482,2024-12-26,2025-01-25
Mr. and Mrs. Mahi,Kolkata,Miraj Cinemas,470,13,6110,2024-12-30,2025-01-17
Bade Miyan Chote Miyan,Bhopal,Wave Cinemas,229,89,20381,2024-12-19,2025-01-08
War 2,Kolkata,PVR,277,136,37672,2025-01-31,2025-02-12
The Diplomat,Chandigarh,PVR,266,194,51604,2024-11-01,2024-11-08
Singham Again,Jaipur,Cinepolis,301,82,24682,2025-01-07,2025-02-02
Jigra,Pune,Wave Cinemas,416,180,74880,2024-12-31,2025-01-27
War 2,Lucknow,INOX,584,39,22776,2024-12-18,2025-01-14
Dunki,Hyderabad,PVR,214,10,2140,2025-02-02,2025-02-20
Tiger 3,Ahmedabad,Cinepolis,336,143,48048,2025-01-26,2025-02-21
Guntur Kaaram,Chandigarh,INOX,315,50,15750,2025-01-20,2025-01-31
Fighter,Ahmedabad,INOX,304,169,51376,2025-01-21,2025-02-01
Stree 2,Chandigarh,Wave Cinemas,331,120,39720,2024-11-21,2024-12-13
Mr. and Mrs. Mahi,Bhopal,PVR,500,177,88500,2024-12-11,2025-01-05
War 2,Indore,Carnival Cinemas,269,18,4842,2024-10-17,2024-11-14
Sam Bahadur,Jaipur,PVR,425,149,63325,2025-01-25,2025-02-22
Chandu Champion,Pune,Wave Cinemas,437,174,76038,2024-11-22,2024-12-15
Emergency,Jaipur,Cinepolis,534,76,40584,2024-10-20,2024-11-10
Stree 2,Chennai,Cinepolis,515,183,94245,2024-12-22,2025-01-21
Stree 2,Ahmedabad,Cinepolis,475,198,94050,2024-11-18,2024-12-15
Tiger 3,Kolkata,Cinepolis,199,83,16517,2024-11-13,2024-12-11
Tiger 3,Mumbai,PVR,465,61,28365,2024-12-17,2024-12-24
Jigra,Lucknow,Carnival Cinemas,542,104,56368,2025-01-23,2025-02-03
Sam Bahadur,Ahmedabad,Cinepolis,541,102,55182,2024-10-22,2024-11-07
Yodha,Hyderabad,Cinepolis,455,130,59150,2024-12-20,2025-01-09
Emergency,Bhopal,Cinepolis,373,149,55577,2024-11-17,2024-12-07
Mr. and Mrs. Mahi,Chennai,INOX,231,197,45507,2024-11-19,2024-12-17
Singham Again,Indore,Cinepolis,585,154,90090,2025-01-31,2025-02-14
Sam Bahadur,Ahmedabad,INOX,357,198,70686,2025-01-18,2025-01-26
Metro In Dino,Jaipur,INOX,537,64,34368,2024-12-25,2025-01-24
Yodha,Kolkata,Wave Cinemas,240,94,22560,2024-11-01,2024-11-16
The Diplomat,Bangalore,INOX,373,57,21261,2024-11-12,2024-12-08
Bhool Bhulaiyaa 3,Mumbai,Wave Cinemas,223,30,6690,2025-01-17,2025-02-01
Yodha,Delhi,PVR,416,107,44512,2024-12-01,2024-12-27
Stree 2,Jaipur,PVR,284,137,38908,2024-12-02,2024-12-09
Pushpa 2,Mumbai,INOX,343,173,59339,2024-10-24,2024-11-12
Jigra,Chennai,PVR,269,159,42771,2024-10-14,2024-11-05
Emergency,Kolkata,INOX,234,127,29718,2024-11-02,2024-11-13
The Diplomat,Kolkata,Carnival Cinemas,488,139,67832,2025-01-15,2025-02-02
Bade Miyan Chote Miyan,Lucknow,INOX,276,170,46920,2024-12-30,2025-01-10
Animal,Pune,Cinepolis,265,136,36040,2024-12-09,2024-12-22
Guntur Kaaram,Bhopal,Cinepolis,266,32,8512,2025-02-04,2025-02-14
Stree 2,Hyderabad,Carnival Cinemas,467,192,89664,2025-01-05,2025-01-12
Salaar,Hyderabad,Miraj Cinemas,453,200,90600,2024-10-17,2024-11-06
Jigra,Mumbai,PVR,300,159,47700,2024-11-09,2024-11-24
Metro In Dino,Chandigarh,PVR,495,32,15840,2025-01-24,2025-02-12
Singham Again,Chennai,Cinepolis,357,14,4998,2024-12-07,2024-12-23
Merry Christmas,Chandigarh,Wave Cinemas,268,50,13400,2024-12-14,2025-01-06
Pushpa 2,Jaipur,PVR,398,183,72834,2025-01-18,2025-02-14
Emergency,Hyderabad,Cinepolis,406,55,22330,2024-12-11,2025-01-07
War 2,Mumbai,Miraj Cinemas,428,87,37236,2024-10-15,2024-11-06
The Crew,Kolkata,Cinepolis,340,99,33660,2024-10-21,2024-11-09
Bhool Bhulaiyaa 3,Bangalore,Carnival Cinemas,562,182,102284,2025-01-23,2025-02-18
Chandu Champion,Bhopal,Miraj Cinemas,393,22,8646,2024-11-06,2024-11-26
The Diplomat,Delhi,Carnival Cinemas,346,150,51900,2024-10-30,2024-11-11
Fighter,Pune,Cinepolis,228,193,44004,2025-01-18,2025-02-16
Mr. and Mrs. Mahi,Jaipur,Carnival Cinemas,182,73,13286,2024-12-31,2025-01-11
Fighter,Pune,INOX,356,160,56960,2025-01-05,2025-01-20
Bade Miyan Chote Miyan,Hyderabad,PVR,404,62,25048,2024-11-12,2024-12-10
Fighter,Chennai,Cinepolis,395,171,67545,2024-12-06,2024-12-24
Stree 2,Ahmedabad,Cinepolis,394,96,37824,2024-12-30,2025-01-27
Stree 2,Jaipur,PVR,345,44,15180,2024-11-01,2024-11-27
Emergency,Chandigarh,Wave Cinemas,225,200,45000,2024-12-22,2025-01-16
Chandu Champion,Chennai,INOX,436,89,38804,2025-01-01,2025-01-09
Stree 2,Indore,Carnival Cinemas,242,165,39930,2025-01-26,2025-02-08
Bade Miyan Chote Miyan,Kolkata,Miraj Cinemas,375,56,21000,2025-01-18,2025-02-11
Bhool Bhulaiyaa 3,Bangalore,Carnival Cinemas,235,109,25615,2024-11-02,2024-11-17
Merry Christmas,Bangalore,Wave Cinemas,309,22,6798,2024-11-19,2024-12-10
The Diplomat,Lucknow,Wave Cinemas,207,68,14076,2025-02-13,2025-02-24
Fighter,Chandigarh,PVR,206,110,22660,2025-01-30,2025-02-24
Metro In Dino,Hyderabad,Carnival Cinemas,594,156,92664,2024-12-02,2024-12-10
War 2,Bhopal,PVR,237,191,45267,2024-11-24,2024-12-12
Guntur Kaaram,Pune,PVR,391,109,42619,2025-01-15,2025-02-10
Mr. and Mrs. Mahi,Bangalore,Wave Cinemas,370,37,13690,2025-02-03,2025-02-16
Sam Bahadur,Pune,INOX,434,41,17794,2024-11-29,2024-12-24
War 2,Ahmedabad,Cinepolis,567,97,54999,2024-11-21,2024-12-10
War 2,Hyderabad,Carnival Cinemas,467,24,11208,2025-01-16,2025-01-28
Salaar,Hyderabad,Miraj Cinemas,416,19,7904,2024-12-30,2025-01-11
Emergency,Mumbai,Cinepolis,312,181,56472,2025-02-14,2025-02-22
The Diplomat,Hyderabad,Carnival Cinemas,350,16,5600,2025-01-13,2025-01-31
Bhool Bhulaiyaa 3,Chennai,INOX,196,46,9016,2024-10-11,2024-11-04
War 2,Kolkata,Miraj Cinemas,584,26,15184,2024-10-08,2024-11-06
Tiger 3,Delhi,PVR,550,124,68200,2025-01-12,2025-02-04
Jigra,Hyderabad,Cinepolis,216,181,39096,2025-01-24,2025-02-09
Animal,Lucknow,Wave Cinemas,471,87,40977,2024-12-02,2024-12-22
Yodha,Bhopal,Wave Cinemas,389,166,64574,2024-10-21,2024-11-11
Metro In Dino,Indore,Cinepolis,411,142,58362,2024-10-20,2024-11-15
Metro In Dino,Bangalore,Cinepolis,341,101,34441,2024-12-19,2024-12-30
Sam Bahadur,Bhopal,PVR,594,112,66528,2024-12-17,2025-01-07
Yodha,Kolkata,Wave Cinemas,384,185,71040,2025-01-19,2025-02-03
Sam Bahadur,Chennai,INOX,517,175,90475,2025-01-21,2025-02-03
Bhool Bhulaiyaa 3,Delhi,Cinepolis,435,53,23055,2025-01-27,2025-02-07
Emergency,Kolkata,Carnival Cinemas,565,83,46895,2024-12-30,2025-01-23
Yodha,Lucknow,Miraj Cinemas,287,21,6027,2024-11-02,2024-11-23
War 2,Jaipur,Wave Cinemas,294,48,14112,2024-10-13,2024-11-05
Singham Again,Delhi,Wave Cinemas,380,197,74860,2024-11-17,2024-12-04
Emergency,Delhi,Carnival Cinemas,582,59,34338,2024-11-09,2024-12-05
Metro In Dino,Pune,Miraj Cinemas,495,196,97020,2024-12-06,2025-01-04
Emergency,Indore,PVR,510,20,10200,2024-11-10,2024-11-23
Emergency,Kolkata,Miraj Cinemas,494,114,56316,2025-01-25,2025-02-13
Bade Miyan Chote Miyan,Chennai,Miraj Cinemas,590,89,52510,2024-11-11,2024-12-02
The Diplomat,Lucknow,INOX,210,80,16800,2024-10-24,2024-11-02
Bhool Bhulaiyaa 3,Ahmedabad,PVR,340,175,59500,2025-01-19,2025-01-27
Dunki,Chennai,Carnival Cinemas,390,93,36270,2025-02-04,2025-02-23
Yodha,Indore,Wave Cinemas,360,75,27000,2025-01-26,2025-02-02
Chandu Champion,Bangalore,PVR,537,199,106863,2025-01-15,2025-01-28
Bade Miyan Chote Miyan,Pune,Carnival Cinemas,576,21,12096,2025-01-15,2025-01-23
Yodha,Chandigarh,INOX,477,193,92061,2025-01-27,2025-02-07
The Diplomat,Pune,Wave Cinemas,541,158,85478,2024-12-12,2024-12-26
Animal,Chandigarh,INOX,226,158,35708,2024-12-29,2025-01-07
Bhool Bhulaiyaa 3,Lucknow,PVR,275,175,48125,2024-10-25,2024-11-24
Merry Christmas,Jaipur,Cinepolis,479,153,73287,2024-10-10,2024-11-07
War 2,Lucknow,Wave Cinemas,417,11,4587,2024-11-05,2024-12-02
Mr. and Mrs. Mahi,Bangalore,Cinepolis,390,157,61230,2024-12-23,2025-01-20
Mr. and Mrs. Mahi,Chandigarh,PVR,197,151,29747,2025-01-07,2025-01-16
The Crew,Jaipur,Wave Cinemas,473,31,14663,2024-11-15,2024-12-11
Tiger 3,Kolkata,Cinepolis,568,15,8520,2025-02-05,2025-02-20
Animal,Ahmedabad,Carnival Cinemas,530,71,37630,2025-01-13,2025-02-06
Emergency,Mumbai,Carnival Cinemas,579,26,15054,2025-01-24,2025-02-04
Animal,Bangalore,INOX,432,178,76896,2025-01-02,2025-01-26
Emergency,Delhi,INOX,317,90,28530,2024-12-06,2024-12-28
Metro In Dino,Bangalore,PVR,556,166,92296,2024-10-07,2024-11-02
Merry Christmas,Jaipur,Miraj Cinemas,466,182,84812,2024-11-12,2024-12-01
The Diplomat,Delhi,Carnival Cinemas,253,104,26312,2024-12-21,2025-01-05
Merry Christmas,Chandigarh,Cinepolis,292,70,20440,2024-11-28,2024-12-05
Tiger 3,Ahmedabad,Wave Cinemas,218,31,6758,2025-02-03,2025-02-14
Salaar,Lucknow,INOX,472,86,40592,2024-10-14,2024-11-03
Bade Miyan Chote Miyan,Lucknow,Miraj Cinemas,377,181,68237,2024-10-22,2024-11-01
War 2,Kolkata,Miraj Cinemas,401,80,32080,2024-10-22,2024-11-08
Tiger 3,Delhi,Miraj Cinemas,320,184,58880,2024-10-05,2024-11-01
Stree 2,Kolkata,PVR,456,172,78432,2024-11-05,2024-12-01
Singham Again,Jaipur,Wave Cinemas,377,16,6032,2024-11-09,2024-11-30
Singham Again,Indore,Carnival Cinemas,223,175,39025,2024-11-30,2024-12-12
The Diplomat,Delhi,PVR,368,40,14720,2024-11-03,2024-11-11
Emergency,Chennai,Cinepolis,544,99,53856,2024-12-04,2024-12-14
Sam Bahadur,Jaipur,Carnival Cinemas,437,189,82593,2024-11-16,2024-12-05
Sam Bahadur,Kolkata,Carnival Cinemas,450,82,36900,2024-11-06,2024-11-26
Metro In Dino,Chennai,INOX,438,148,64824,2025-01-03,2025-01-10
Stree 2,Chandigarh,Cinepolis,357,118,42126,2024-11-10,2024-11-28
Emergency,Chennai,INOX,581,62,36022,2024-10-28,2024-11-07
Pushpa 2,Pune,Miraj Cinemas,260,85,22100,2024-12-22,2025-01-11
Bhool Bhulaiyaa 3,Delhi,Cinepolis,531,41,21771,2025-01-25,2025-02-06
Tiger 3,Hyderabad,Carnival Cinemas,254,52,13208,2024-11-15,2024-12-15
Chandu Champion,Indore,Cinepolis,363,90,32670,2024-12-09,2024-12-17
The Diplomat,Bhopal,Cinepolis,322,86,27692,2024-11-02,2024-11-11
Bade Miyan Chote Miyan,Ahmedabad,Carnival Cinemas,594,155,92070,2024-11-12,2024-11-23
Pushpa 2,Lucknow,Wave Cinemas,530,102,54060,2024-11-29,2024-12-10
The Diplomat,Ahmedabad,Wave Cinemas,231,162,37422,2024-12-07,2024-12-18
Tiger 3,Indore,Wave Cinemas,550,160,88000,2024-12-18,2025-01-14
Tiger 3,Pune,Carnival Cinemas,539,64,34496,2024-11-02,2024-11-17
Merry Christmas,Pune,Carnival Cinemas,225,199,44775,2024-12-03,2024-12-18
Bade Miyan Chote Miyan,Lucknow,PVR,181,57,10317,2024-11-04,2024-11-14
Guntur Kaaram,Hyderabad,INOX,571,114,65094,2024-10-16,2024-11-06
Pushpa 2,Indore,PVR,561,58,32538,2025-02-07,2025-02-23
Bade Miyan Chote Miyan,Jaipur,Carnival Cinemas,480,126,60480,2025-01-22,2025-02-06
Stree 2,Mumbai,INOX,374,40,14960,2025-01-04,2025-01-19
Yodha,Kolkata,PVR,196,54,10584,2025-01-10,2025-01-26
Merry Christmas,Chandigarh,Miraj Cinemas,583,62,36146,2024-10-27,2024-11-05
Singham Again,Hyderabad,INOX,181,121,21901,2024-12-20,2025-01-03
The Crew,Bhopal,PVR,514,41,21074,2024-11-28,2024-12-09
Dunki,Chennai,Carnival Cinemas,537,51,27387,2024-12-31,2025-01-23
Stree 2,Kolkata,Wave Cinemas,247,53,13091,2025-01-27,2025-02-08
Animal,Chennai,Carnival Cinemas,452,120,54240,2024-11-07,2024-11-18
Mr. and Mrs. Mahi,Kolkata,Cinepolis,597,33,19701,2024-11-15,2024-11-27
Guntur Kaaram,Chennai,PVR,187,150,28050,2024-11-28,2024-12-26
Animal,Bhopal,Carnival Cinemas,291,116,33756,2025-01-04,2025-01-30
The Diplomat,Bangalore,Cinepolis,276,119,32844,2024-12-15,2025-01-02
Singham Again,Kolkata,INOX,250,146,36500,2024-12-24,2025-01-04
Salaar,Kolkata,Miraj Cinemas,360,189,68040,2024-10-24,2024-11-11
Singham Again,Kolkata,Miraj Cinemas,593,15,8895,2024-12-27,2025-01-09
Guntur Kaaram,Chennai,INOX,489,157,76773,2025-01-16,2025-02-10
Merry Christmas,Bangalore,INOX,238,56,13328,2025-01-01,2025-01-08
Tiger 3,Bangalore,Carnival Cinemas,595,116,69020,2024-10-07,2024-11-01
Animal,Chennai,Cinepolis,219,81,17739,2024-10-09,2024-11-06
Tiger 3,Hyderabad,PVR,521,101,52621,2024-11-20,2024-12-06
Metro In Dino,Bangalore,Cinepolis,514,137,70418,2025-01-19,2025-02-17
War 2,Chennai,Cinepolis,284,118,33512,2025-01-28,2025-02-22
Bade Miyan Chote Miyan,Kolkata,Miraj Cinemas,233,38,8854,2025-01-27,2025-02-11
Metro In Dino,Lucknow,Miraj Cinemas,405,13,5265,2024-12-17,2024-12-30
Pushpa 2,Chennai,Wave Cinemas,231,40,9240,2024-11-10,2024-11-29
The Crew,Chennai,PVR,227,18,4086,2024-10-31,2024-11-19
The Diplomat,Kolkata,Carnival Cinemas,254,21,5334,2025-01-12,2025-01-28
Jigra,Chandigarh,PVR,352,13,4576,2025-01-01,2025-01-21
Sam Bahadur,Jaipur,Miraj Cinemas,451,169,76219,2024-12-20,2025-01-04
Metro In Dino,Bangalore,Carnival Cinemas,597,66,39402,2025-02-09,2025-02-17
Yodha,Kolkata,PVR,537,119,63903,2024-10-19,2024-11-03
Pushpa 2,Chandigarh,Carnival Cinemas,523,196,102508,2025-01-10,2025-02-06
Jigra,Chennai,Cinepolis,407,180,73260,2025-01-02,2025-01-11
Chandu Champion,Pune,PVR,238,80,19040,2024-12-07,2024-12-20
Animal,Hyderabad,Wave Cinemas,516,178,91848,2024-10-24,2024-11-13
Emergency,Chandigarh,Cinepolis,370,137,50690,2024-11-07,2024-12-04
Salaar,Lucknow,Miraj Cinemas,473,143,67639,2024-12-04,2025-01-02
Dunki,Indore,INOX,548,36,19728,2024-12-12,2025-01-01
Stree 2,Hyderabad,Carnival Cinemas,256,35,8960,2025-01-23,2025-02-20
The Crew,Chennai,Wave Cinemas,583,65,37895,2025-02-07,2025-02-25
Guntur Kaaram,Chennai,Miraj Cinemas,534,114,60876,2024-10-16,2024-11-13
Mr. and Mrs. Mahi,Pune,Miraj Cinemas,292,197,57524,2024-10-26,2024-11-18
Guntur Kaaram,Bhopal,Cinepolis,346,141,48786,2024-12-12,2025-01-07
Dunki,Pune,Carnival Cinemas,427,89,38003,2025-01-20,2025-02-08
Mr. and Mrs. Mahi,Bhopal,Wave Cinemas,257,48,12336,2024-11-11,2024-12-09
Animal,Bangalore,Cinepolis,188,101,18988,2025-01-19,2025-02-06
Emergency,Hyderabad,Miraj Cinemas,364,35,12740,2025-02-03,2025-02-10
War 2,Mumbai,Carnival Cinemas,375,99,37125,2025-01-06,2025-01-25
Salaar,Hyderabad,Carnival Cinemas,289,106,30634,2024-11-26,2024-12-18
Mr. and Mrs. Mahi,Hyderabad,Carnival Cinemas,578,142,82076,2025-01-22,2025-02-10
Pushpa 2,Bhopal,Wave Cinemas,330,75,24750,2024-12-08,2025-01-06
Chandu Champion,Chandigarh,Miraj Cinemas,309,200,61800,2025-01-21,2025-02-02
Bhool Bhulaiyaa 3,Lucknow,Cinepolis,418,29,12122,2024-11-06,2024-11-18
Tiger 3,Delhi,PVR,496,169,83824,2024-12-30,2025-01-22
Jigra,Hyderabad,Cinepolis,475,42,19950,2024-11-16,2024-11-25
Dunki,Indore,Carnival Cinemas,560,155,86800,2025-01-01,2025-01-16
Dunki,Bangalore,INOX,425,27,11475,2024-12-14,2024-12-21
Dunki,Jaipur,Cinepolis,531,64,33984,2025-01-03,2025-01-31
Sam Bahadur,Indore,Carnival Cinemas,451,151,68101,2025-01-21,2025-02-04
Salaar,Mumbai,Wave Cinemas,367,121,44407,2024-11-16,2024-11-23
Mr. and Mrs. Mahi,Pune,Carnival Cinemas,349,78,27222,2024-11-06,2024-11-17
Fighter,Bhopal,Wave Cinemas,579,50,28950,2024-10-15,2024-11-07
Salaar,Delhi,Wave Cinemas,350,118,41300,2024-10-09,2024-11-04
Emergency,Chandigarh,INOX,495,105,51975,2024-11-19,2024-12-19
Stree 2,Chennai,INOX,228,140,31920,2024-12-17,2024-12-30
The Diplomat,Chandigarh,Miraj Cinemas,265,94,24910,2025-01-03,2025-01-30
Animal,Lucknow,Wave Cinemas,409,194,79346,2024-11-13,2024-12-12
Jigra,Chennai,PVR,484,193,93412,2024-10-22,2024-11-08
Bhool Bhulaiyaa 3,Bangalore,Miraj Cinemas,408,79,32232,2024-10-08,2024-11-02
Bade Miyan Chote Miyan,Bhopal,INOX,532,107,56924,2025-02-18,2025-02-25
Singham Again,Chennai,Miraj Cinemas,509,141,71769,2024-10-23,2024-11-06
Stree 2,Jaipur,Miraj Cinemas,284,102,28968,2025-01-13,2025-02-09
War 2,Chennai,Miraj Cinemas,351,150,52650,2024-10-19,2024-11-12
Dunki,Jaipur,Miraj Cinemas,288,71,20448,2024-12-20,2025-01-10
Sam Bahadur,Pune,PVR,552,183,101016,2024-12-17,2025-01-14
Chandu Champion,Ahmedabad,INOX,239,48,11472,2024-11-10,2024-12-08
Chandu Champion,Mumbai,Carnival Cinemas,298,71,21158,2024-12-23,2025-01-02
Stree 2,Indore,Carnival Cinemas,288,169,48672,2025-01-13,2025-02-07
Chandu Champion,Chandigarh,PVR,330,27,8910,2025-01-04,2025-02-03
Sam Bahadur,Bangalore,INOX,573,165,94545,2024-12-14,2024-12-22
Stree 2,Chandigarh,INOX,303,163,49389,2024-11-26,2024-12-04
Bade Miyan Chote Miyan,Pune,Carnival Cinemas,222,165,36630,2024-12-30,2025-01-25
Mr. and Mrs. Mahi,Indore,Miraj Cinemas,562,143,80366,2025-01-25,2025-02-03
Merry Christmas,Delhi,Carnival Cinemas,385,184,70840,2024-12-17,2024-12-27
Dunki,Kolkata,Carnival Cinemas,294,65,19110,2024-12-25,2025-01-04
Bade Miyan Chote Miyan,Pune,Wave Cinemas,333,184,61272,2025-01-31,2025-02-11
Guntur Kaaram,Bhopal,Wave Cinemas,483,195,94185,2024-11-30,2024-12-27
Mr. and Mrs. Mahi,Hyderabad,Wave Cinemas,500,92,46000,2024-11-20,2024-11-28
The Crew,Ahmedabad,Miraj Cinemas,595,152,90440,2025-01-02,2025-01-25
War 2,Ahmedabad,PVR,185,178,32930,2025-01-22,2025-02-04
Stree 2,Delhi,Wave Cinemas,407,98,39886,2024-12-19,2025-01-17
Salaar,Bangalore,Wave Cinemas,345,190,65550,2024-11-08,2024-11-17
Pushpa 2,Chandigarh,Wave Cinemas,267,124,33108,2024-10-22,2024-11-07
Emergency,Hyderabad,INOX,418,82,34276,2024-12-01,2024-12-23
Sam Bahadur,Delhi,Miraj Cinemas,378,200,75600,2025-01-11,2025-01-22
Bade Miyan Chote Miyan,Bangalore,Carnival Cinemas,569,77,43813,2025-01-13,2025-02-08
Guntur Kaaram,Pune,INOX,277,193,53461,2025-01-01,2025-01-11
Guntur Kaaram,Kolkata,Wave Cinemas,405,73,29565,2025-01-05,2025-02-04
Tiger 3,Chandigarh,INOX,358,62,22196,2025-01-10,2025-02-08
Yodha,Lucknow,INOX,341,187,63767,2025-02-02,2025-02-11
Mr. and Mrs. Mahi,Jaipur,Carnival Cinemas,564,139,78396,2024-10-31,2024-11-29
Pushpa 2,Lucknow,Wave Cinemas,530,200,106000,2024-12-03,2025-01-01
Mr. and Mrs. Mahi,Pune,Carnival Cinemas,228,99,22572,2024-11-11,2024-11-19
Chandu Champion,Kolkata,PVR,538,165,88770,2025-01-25,2025-02-18
Sam Bahadur,Hyderabad,Miraj Cinemas,422,80,33760,2024-12-21,2025-01-08
Bhool Bhulaiyaa 3,Hyderabad,Wave Cinemas,196,144,28224,2024-10-26,2024-11-10
Metro In Dino,Lucknow,Carnival Cinemas,375,119,44625,2025-02-06,2025-02-22
Fighter,Bangalore,Miraj Cinemas,399,199,79401,2025-01-19,2025-02-09
Fighter,Chandigarh,INOX,466,47,21902,2025-01-05,2025-01-27
Sam Bahadur,Delhi,Cinepolis,398,196,78008,2024-11-12,2024-12-09
The Diplomat,Pune,INOX,496,99,49104,2024-10-25,2024-11-02
Animal,Pune,INOX,542,145,78590,2025-01-26,2025-02-12
The Diplomat,Chennai,PVR,458,151,69158,2024-11-07,2024-11-24
Animal,Pune,Miraj Cinemas,259,181,46879,2025-01-27,2025-02-23
Fighter,Hyderabad,PVR,333,66,21978,2024-11-20,2024-12-05
Dunki,Jaipur,INOX,309,69,21321,2024-11-04,2024-11-18
Pushpa 2,Indore,PVR,311,97,30167,2024-12-26,2025-01-04
Mr. and Mrs. Mahi,Pune,INOX,484,63,30492,2024-11-12,2024-12-01
Tiger 3,Indore,Wave Cinemas,520,93,48360,2024-11-07,2024-11-29
Merry Christmas,Ahmedabad,Wave Cinemas,248,181,44888,2024-10-31,2024-11-09
Emergency,Delhi,Wave Cinemas,543,118,64074,2024-12-07,2025-01-05
The Diplomat,Chennai,Miraj Cinemas,302,60,18120,2025-01-26,2025-02-05
Emergency,Bangalore,Carnival Cinemas,239,69,16491,2024-11-03,2024-11-18
Tiger 3,Jaipur,INOX,524,95,49780,2024-11-27,2024-12-25
Salaar,Hyderabad,Wave Cinemas,332,91,30212,2025-01-13,2025-01-21
Emergency,Kolkata,Carnival Cinemas,581,37,21497,2025-01-14,2025-01-22
Metro In Dino,Bhopal,Carnival Cinemas,270,79,21330,2024-11-11,2024-11-23
Pushpa 2,Mumbai,Wave Cinemas,549,141,77409,2024-11-14,2024-11-30
Fighter,Lucknow,Miraj Cinemas,551,56,30856,2024-10-27,2024-11-07
Singham Again,Lucknow,Wave Cinemas,353,45,15885,2024-11-20,2024-12-08
Yodha,Chandigarh,Wave Cinemas,395,115,45425,2025-02-14,2025-02-24
Emergency,Bhopal,Miraj Cinemas,588,120,70560,2024-10-30,2024-11-13
Fighter,Indore,PVR,501,183,91683,2024-10-11,2024-11-09
Sam Bahadur,Hyderabad,PVR,328,55,18040,2024-11-29,2024-12-19
The Diplomat,Pune,Cinepolis,390,75,29250,2024-10-25,2024-11-16
Guntur Kaaram,Kolkata,Wave Cinemas,494,115,56810,2024-12-15,2025-01-08
Animal,Chennai,Cinepolis,293,178,52154,2024-12-24,2025-01-18
Jigra,Mumbai,INOX,194,113,21922,2024-10-30,2024-11-06
Pushpa 2,Lucknow,Wave Cinemas,399,102,40698,2025-02-14,2025-02-23
Mr. and Mrs. Mahi,Chennai,Cinepolis,408,10,4080,2024-11-03,2024-11-21
Metro In Dino,Mumbai,INOX,428,49,20972,2024-12-12,2025-01-04
Dunki,Indore,Cinepolis,488,166,81008,2025-01-27,2025-02-05
Tiger 3,Hyderabad,Cinepolis,368,176,64768,2024-12-31,2025-01-13
The Diplomat,Kolkata,Miraj Cinemas,275,13,3575,2024-12-08,2024-12-26
Jigra,Indore,INOX,343,189,64827,2025-01-25,2025-02-03
Chandu Champion,Indore,Cinepolis,426,125,53250,2025-01-14,2025-01-27
Bhool Bhulaiyaa 3,Chandigarh,INOX,266,136,36176,2024-12-02,2024-12-12
Guntur Kaaram,Bangalore,Miraj Cinemas,446,67,29882,2025-01-16,2025-01-28
Mr. and Mrs. Mahi,Bhopal,INOX,573,74,42402,2025-02-19,2025-02-27
Animal,Jaipur,Miraj Cinemas,550,48,26400,2025-01-02,2025-01-14
Salaar,Bangalore,PVR,539,11,5929,2025-01-13,2025-01-22
Jigra,Indore,Cinepolis,441,71,31311,2024-12-05,2025-01-04
Bade Miyan Chote Miyan,Lucknow,Cinepolis,535,83,44405,2025-01-02,2025-01-14
Yodha,Chandigarh,Miraj Cinemas,296,186,55056,2024-11-01,2024-11-10
Dunki,Hyderabad,PVR,309,28,8652,2025-01-03,2025-01-11
Guntur Kaaram,Jaipur,Wave Cinemas,406,127,51562,2025-01-08,2025-01-17
Bade Miyan Chote Miyan,Chennai,Wave Cinemas,518,138,71484,2024-10-18,2024-11-13
War 2,Chennai,Miraj Cinemas,298,55,16390,2024-11-27,2024-12-10
Metro In Dino,Lucknow,Wave Cinemas,221,161,35581,2025-01-02,2025-02-01
Stree 2,Indore,PVR,406,131,53186,2024-11-14,2024-12-14
Fighter,Delhi,Wave Cinemas,379,70,26530,2024-11-30,2024-12-27
Emergency,Mumbai,Miraj Cinemas,574,19,10906,2024-10-09,2024-11-03
War 2,Bhopal,Carnival Cinemas,587,125,73375,2024-12-25,2025-01-02
Emergency,Delhi,Miraj Cinemas,402,26,10452,2025-01-02,2025-01-21
Fighter,Jaipur,Wave Cinemas,564,200,112800,2024-11-20,2024-12-20
Pushpa 2,Chennai,Miraj Cinemas,392,197,77224,2024-11-30,2024-12-27
Yodha,Bhopal,Wave Cinemas,431,196,84476,2025-02-01,2025-02-14
Stree 2,Kolkata,Wave Cinemas,574,101,57974,2024-11-01,2024-11-25
Emergency,Hyderabad,Wave Cinemas,239,32,7648,2024-12-29,2025-01-08
Merry Christmas,Bhopal,Wave Cinemas,195,73,14235,2025-01-11,2025-02-04
Pushpa 2,Lucknow,Wave Cinemas,359,97,34823,2024-10-20,2024-11-01
Guntur Kaaram,Delhi,Cinepolis,321,158,50718,2024-10-15,2024-11-08
Bade Miyan Chote Miyan,Jaipur,Carnival Cinemas,188,184,34592,2025-01-11,2025-01-31
Chandu Champion,Ahmedabad,PVR,317,129,40893,2024-10-13,2024-11-07
Animal,Hyderabad,INOX,200,129,25800,2024-10-19,2024-11-18
